ID,patient,scan
2b6071006,ID_1cb729bc,4f4dbe5ee2
8de222593,ID_1cb729bc,4f4dbe5ee2
d8b5e80bb,ID_1cb729bc,4f4dbe5ee2
835b76767,ID_1cb729bc,4f4dbe5ee2
49740c882,ID_1cb729bc,4f4dbe5ee2
9cb3e7306,ID_1cb729bc,4f4dbe5ee2
02306f7aa,ID_1cb729bc,4f4dbe5ee2
1e48634b3,ID_1cb729bc,4f4dbe5ee2
71c42cf74,ID_1cb729bc,4f4dbe5ee2
ee00a1c28,ID_1cb729bc,4f4dbe5ee2
619b12668,ID_1cb729bc,4f4dbe5ee2
d887c6ae5,ID_1cb729bc,4f4dbe5ee2
591843f83,ID_1cb729bc,4f4dbe5ee2
59a623487,ID_1cb729bc,4f4dbe5ee2
d1431c7bd,ID_1cb729bc,4f4dbe5ee2
0c5917c03,ID_1cb729bc,4f4dbe5ee2
80ee23cce,ID_1cb729bc,4f4dbe5ee2
951540c4e,ID_1cb729bc,4f4dbe5ee2
19de6209c,ID_1cb729bc,4f4dbe5ee2
ca2311e1b,ID_1cb729bc,4f4dbe5ee2
9d4404504,ID_1cb729bc,4f4dbe5ee2
d59aa1cd7,ID_1cb729bc,4f4dbe5ee2
c47974973,ID_1cb729bc,4f4dbe5ee2
85ca1969d,ID_1d72803b,6cef588dd0
85b79aada,ID_1d72803b,6cef588dd0
b688022af,ID_1d72803b,6cef588dd0
402adb934,ID_1d72803b,6cef588dd0
c332aa9f6,ID_1d72803b,6cef588dd0
3be2a04fb,ID_1d72803b,6cef588dd0
b22519213,ID_1d72803b,6cef588dd0
71c3754ac,ID_1d72803b,6cef588dd0
3ec37ec55,ID_1d72803b,6cef588dd0
921f938b1,ID_1d72803b,6cef588dd0
3457abf3a,ID_1d72803b,6cef588dd0
61fad08bf,ID_1d72803b,6cef588dd0
91cc94c36,ID_1d72803b,6cef588dd0
aec6d4616,ID_1d72803b,6cef588dd0
75e8038ac,ID_1d72803b,6cef588dd0
d67988255,ID_1d72803b,6cef588dd0
c88ad66cb,ID_1d72803b,6cef588dd0
cf90527b2,ID_1d72803b,6cef588dd0
988c2a009,ID_1d72803b,6cef588dd0
0f3281599,ID_1d72803b,6cef588dd0
d61b3aa60,ID_1d72803b,6cef588dd0
2202c408e,ID_1d72803b,6cef588dd0
56bf8230b,ID_1d72803b,6cef588dd0
c14c5804e,ID_1d72803b,6cef588dd0
fa9725978,ID_1d72803b,6cef588dd0
e3dd97312,ID_1d72803b,6cef588dd0
a8762bc82,ID_1d72803b,6cef588dd0
75c63f26d,ID_1d72803b,6cef588dd0
4d232ca8c,ID_1d72803b,6cef588dd0
133acdf4c,ID_1d72803b,6cef588dd0
4582533f7,ID_1d9e85ee,78cceffcf1
4cb5eb1ad,ID_1d9e85ee,78cceffcf1
edd6f37cb,ID_1d9e85ee,78cceffcf1
6fc8de381,ID_1d9e85ee,78cceffcf1
54ec57cef,ID_1d9e85ee,78cceffcf1
efe8efa08,ID_1d9e85ee,78cceffcf1
3204bf2a6,ID_1d9e85ee,78cceffcf1
3952c0faa,ID_1d9e85ee,78cceffcf1
c8d1e351f,ID_1d9e85ee,78cceffcf1
d39790cc6,ID_1d9e85ee,78cceffcf1
dfcba13eb,ID_1d9e85ee,78cceffcf1
b6c8ea0dd,ID_1d9e85ee,78cceffcf1
91af939bc,ID_1d9e85ee,78cceffcf1
b5b36878e,ID_1d9e85ee,78cceffcf1
4083492ce,ID_1d9e85ee,78cceffcf1
94a95b70a,ID_1d9e85ee,78cceffcf1
3d79f3782,ID_1d9e85ee,78cceffcf1
2ed815673,ID_1d9e85ee,78cceffcf1
6b2587832,ID_1d9e85ee,78cceffcf1
4bda57d98,ID_1d9e85ee,78cceffcf1
bc35dfc60,ID_1d9e85ee,78cceffcf1
94e694316,ID_1d9e85ee,78cceffcf1
8d973cbcc,ID_1d9e85ee,78cceffcf1
4a4745f66,ID_1d9e85ee,78cceffcf1
8ee01ec4e,ID_1d9e85ee,78cceffcf1
6e673eece,ID_1d9e85ee,78cceffcf1
e894c13ec,ID_1d9e85ee,78cceffcf1
4b754f16a,ID_1d9e85ee,78cceffcf1
ed2abf432,ID_1d9e85ee,78cceffcf1
4de6a779a,ID_1d9e85ee,78cceffcf1
ebdc759f7,ID_1d9e85ee,78cceffcf1
71865876c,ID_1d9e85ee,78cceffcf1
d49d181b7,ID_1d9e85ee,78cceffcf1
595075068,ID_1d9e85ee,78cceffcf1
4902ecd23,ID_1d9e85ee,78cceffcf1
f3f4c8a30,ID_1d9e85ee,78cceffcf1
5da4cc540,ID_1d9e85ee,78cceffcf1
b8e8152b2,ID_1d9e85ee,78cceffcf1
48c3291f8,ID_1d9e85ee,78cceffcf1
9a3b894c9,ID_1d9e85ee,78cceffcf1
1465c02bc,ID_1def3ad5,bd509716e1
d1ef7421c,ID_1def3ad5,bd509716e1
c7cddc68d,ID_1def3ad5,bd509716e1
7415a059f,ID_1def3ad5,bd509716e1
6a832f101,ID_1def3ad5,bd509716e1
ea8639718,ID_1def3ad5,bd509716e1
72e175e0f,ID_1def3ad5,bd509716e1
662c819f5,ID_1def3ad5,bd509716e1
05c691ab5,ID_1def3ad5,bd509716e1
f433ecda7,ID_1def3ad5,bd509716e1
21de89c2d,ID_1def3ad5,bd509716e1
d286a2918,ID_1def3ad5,bd509716e1
e69c7f02e,ID_1def3ad5,bd509716e1
683593772,ID_1def3ad5,bd509716e1
919f660ad,ID_1def3ad5,bd509716e1
504a82f66,ID_1def3ad5,bd509716e1
c7a8348e4,ID_1def3ad5,bd509716e1
6e9ce84f4,ID_1def3ad5,bd509716e1
f349e59b4,ID_1def3ad5,bd509716e1
f1b1f5697,ID_1def3ad5,bd509716e1
0d54f3601,ID_1def3ad5,bd509716e1
34c2759fa,ID_1def3ad5,bd509716e1
cb94b9cdd,ID_1def3ad5,bd509716e1
7602c4019,ID_1def3ad5,bd509716e1
acf6eb68f,ID_1def3ad5,bd509716e1
63f07715c,ID_1def3ad5,bd509716e1
c2b5cfb63,ID_1def3ad5,bd509716e1
bb9a44ac6,ID_1def3ad5,bd509716e1
1451e627c,ID_1e1aae48,96606492b5
3c7f13472,ID_1e1aae48,96606492b5
6594f63df,ID_1e1aae48,96606492b5
aa76523dd,ID_1e1aae48,96606492b5
c74da25a8,ID_1e1aae48,96606492b5
6f91a9629,ID_1e1aae48,96606492b5
e01264c69,ID_1e1aae48,96606492b5
dbacefb58,ID_1e1aae48,96606492b5
50834e85a,ID_1e1aae48,96606492b5
9bdc5cbf2,ID_1e1aae48,96606492b5
1c3ea388c,ID_1e1aae48,96606492b5
06f16c9e3,ID_1e1aae48,96606492b5
9aa95c10d,ID_1e1aae48,96606492b5
309642904,ID_1e1aae48,96606492b5
f297d62b8,ID_1e1aae48,96606492b5
413dd028e,ID_1e1aae48,96606492b5
65e968631,ID_1e1aae48,96606492b5
b5dd9f54d,ID_1e1aae48,96606492b5
20fba105e,ID_1e1aae48,96606492b5
a317892c5,ID_1e1aae48,96606492b5
a81c99980,ID_1e1aae48,96606492b5
5b1e77f41,ID_1e1aae48,96606492b5
be6e3511a,ID_1e1aae48,96606492b5
5312e409c,ID_1e1aae48,96606492b5
8e63c776a,ID_1e1aae48,96606492b5
a4e8015d9,ID_1e1aae48,96606492b5
18cceae42,ID_1e1aae48,96606492b5
51dcfaff8,ID_1e1aae48,96606492b5
61f989162,ID_1e9e02d0,878faba4bd
1043b7828,ID_1e9e02d0,878faba4bd
2480769f5,ID_1e9e02d0,878faba4bd
7fb530f8b,ID_1e9e02d0,878faba4bd
cddc0c2c5,ID_1e9e02d0,878faba4bd
208320b65,ID_1e9e02d0,878faba4bd
443265326,ID_1e9e02d0,878faba4bd
ccffc927d,ID_1e9e02d0,878faba4bd
fe756505b,ID_1e9e02d0,878faba4bd
42e475b33,ID_1e9e02d0,878faba4bd
6622f7b01,ID_1e9e02d0,878faba4bd
e575b3397,ID_1e9e02d0,878faba4bd
a746eae33,ID_1e9e02d0,878faba4bd
334c86ea2,ID_1e9e02d0,878faba4bd
216e8eae2,ID_1e9e02d0,878faba4bd
6a2d808a8,ID_1e9e02d0,878faba4bd
46293dedf,ID_1e9e02d0,878faba4bd
d4331e863,ID_1e9e02d0,878faba4bd
54da65a18,ID_1e9e02d0,878faba4bd
cab75e3c5,ID_1e9e02d0,878faba4bd
1ac22fdc1,ID_1e9e02d0,878faba4bd
afdf046b4,ID_1e9e02d0,878faba4bd
1eba28643,ID_1e9e02d0,878faba4bd
e5f15a76d,ID_1e9e02d0,878faba4bd
bef7813a6,ID_1e9e02d0,878faba4bd
67633cc3f,ID_1e9e02d0,878faba4bd
a43d2b860,ID_1e9e02d0,878faba4bd
8c8d79834,ID_1e9e02d0,878faba4bd
c72ebe009,ID_1e9e02d0,878faba4bd
c05f6bff2,ID_1e9e02d0,878faba4bd
963073165,ID_1e9f8791,6760aa4363
8d7bd0dc3,ID_1e9f8791,6760aa4363
f7630d3ca,ID_1e9f8791,6760aa4363
914ac7e58,ID_1e9f8791,6760aa4363
b4c5c716e,ID_1e9f8791,6760aa4363
702c0b9f9,ID_1e9f8791,6760aa4363
15804fef9,ID_1e9f8791,6760aa4363
6b14238d0,ID_1e9f8791,6760aa4363
18310f8e5,ID_1e9f8791,6760aa4363
fd7e9d554,ID_1e9f8791,6760aa4363
afcf95a42,ID_1e9f8791,6760aa4363
45d158bf4,ID_1e9f8791,6760aa4363
a2efd9634,ID_1e9f8791,6760aa4363
f84af924d,ID_1e9f8791,6760aa4363
bbcfd24e8,ID_1e9f8791,6760aa4363
790340b69,ID_1e9f8791,6760aa4363
bd1d4ed59,ID_1e9f8791,6760aa4363
35ac134d3,ID_1e9f8791,6760aa4363
889f985b6,ID_1e9f8791,6760aa4363
996a2e734,ID_1e9f8791,6760aa4363
f5a9889d5,ID_1e9f8791,6760aa4363
9bd074d94,ID_1e9f8791,6760aa4363
473228dea,ID_1e9f8791,6760aa4363
06d354954,ID_1e9f8791,6760aa4363
f10d4f8a0,ID_1e9f8791,6760aa4363
6d891c1ba,ID_1e9f8791,6760aa4363
3ae2765d6,ID_1e9f8791,6760aa4363
740e21994,ID_1e9f8791,6760aa4363
9d22a6492,ID_1e9f8791,6760aa4363
648fcf0c6,ID_1e9f8791,6760aa4363
39f4a1d20,ID_1e9f8791,6760aa4363
a2003a727,ID_1eb6ed8e,02e8d2742f
fe0447d91,ID_1eb6ed8e,02e8d2742f
ed420ce9a,ID_1eb6ed8e,02e8d2742f
879b11b3e,ID_1eb6ed8e,02e8d2742f
de01d49bc,ID_1eb6ed8e,02e8d2742f
02101e124,ID_1eb6ed8e,02e8d2742f
5cad1cd7f,ID_1eb6ed8e,02e8d2742f
d7d641939,ID_1eb6ed8e,02e8d2742f
1845cedee,ID_1eb6ed8e,02e8d2742f
43c57c042,ID_1eb6ed8e,02e8d2742f
40169cb43,ID_1eb6ed8e,02e8d2742f
a81c3ee4f,ID_1eb6ed8e,02e8d2742f
a9135f57b,ID_1eb6ed8e,02e8d2742f
d1e141117,ID_1eb6ed8e,02e8d2742f
ec7e78bd1,ID_1eb6ed8e,02e8d2742f
61b4fe2a1,ID_1eb6ed8e,02e8d2742f
14094a237,ID_1eb6ed8e,02e8d2742f
162bd28b5,ID_1eb6ed8e,02e8d2742f
abb9b357e,ID_1eb6ed8e,02e8d2742f
8d5843262,ID_1eb6ed8e,02e8d2742f
cbfc05182,ID_1eb6ed8e,02e8d2742f
17630eeab,ID_1eb6ed8e,02e8d2742f
30e2e7c08,ID_1eb6ed8e,02e8d2742f
41c9204c8,ID_1eb6ed8e,02e8d2742f
7afe0c274,ID_1eb6ed8e,02e8d2742f
31ff1424a,ID_1eb6ed8e,02e8d2742f
36488cef3,ID_1eb6ed8e,02e8d2742f
eed9d7779,ID_1eb6ed8e,02e8d2742f
b8eb79fdf,ID_1eb6ed8e,02e8d2742f
5bdbb4737,ID_1eb6ed8e,02e8d2742f
c9c045db5,ID_1eb6ed8e,02e8d2742f
a7c885685,ID_1eb6ed8e,02e8d2742f
057835d7c,ID_1eb6ed8e,02e8d2742f
d79aac44b,ID_1eb6ed8e,02e8d2742f
bcfba835a,ID_1eb6ed8e,02e8d2742f
5c1b70c4c,ID_1eb6ed8e,71bd285406
65bfa4797,ID_1eb6ed8e,71bd285406
dacc10980,ID_1eb6ed8e,71bd285406
2724adf1a,ID_1eb6ed8e,71bd285406
fb26e7fef,ID_1eb6ed8e,71bd285406
54da12af0,ID_1eb6ed8e,71bd285406
3149c143c,ID_1eb6ed8e,71bd285406
46cac2bf8,ID_1eb6ed8e,71bd285406
65089eee8,ID_1eb6ed8e,71bd285406
106018c00,ID_1eb6ed8e,71bd285406
d4ab776f4,ID_1eb6ed8e,71bd285406
221d18e5d,ID_1eb6ed8e,71bd285406
4170e4635,ID_1eb6ed8e,71bd285406
f5b3a2c73,ID_1eb6ed8e,71bd285406
01dd982d2,ID_1eb6ed8e,71bd285406
f162c3e50,ID_1eb6ed8e,71bd285406
bb09d4355,ID_1eb6ed8e,71bd285406
4cac57279,ID_1eb6ed8e,71bd285406
5db60f5fc,ID_1eb6ed8e,71bd285406
3511f5596,ID_1eb6ed8e,71bd285406
e632d4acb,ID_1eb6ed8e,71bd285406
374e9e98e,ID_1eb6ed8e,71bd285406
b817507b3,ID_1eb6ed8e,71bd285406
624a9b3de,ID_1eb6ed8e,71bd285406
07b34d9d5,ID_1eb6ed8e,71bd285406
4467595f7,ID_1eb6ed8e,71bd285406
83c61240d,ID_1eb6ed8e,71bd285406
f82eac316,ID_1eb6ed8e,71bd285406
9efc93316,ID_1eb6ed8e,71bd285406
067222eda,ID_1eb6ed8e,71bd285406
21958c656,ID_1eb6ed8e,71bd285406
898b0a54f,ID_1eb6ed8e,71bd285406
819688706,ID_1eb6ed8e,71bd285406
a852f216e,ID_1eb6ed8e,71bd285406
0758d2500,ID_1eb6ed8e,71bd285406
47e2d22d1,ID_1eb6ed8e,8958cc0bc6
f65c7ff3a,ID_1eb6ed8e,8958cc0bc6
ea4d1a50e,ID_1eb6ed8e,8958cc0bc6
4cedb3c8b,ID_1eb6ed8e,8958cc0bc6
f3b1fb143,ID_1eb6ed8e,8958cc0bc6
bbdb88c02,ID_1eb6ed8e,8958cc0bc6
88f92f11a,ID_1eb6ed8e,8958cc0bc6
8f3a02600,ID_1eb6ed8e,8958cc0bc6
f99b18941,ID_1eb6ed8e,8958cc0bc6
12648e3eb,ID_1eb6ed8e,8958cc0bc6
f0f03ca4c,ID_1eb6ed8e,8958cc0bc6
dedb1c797,ID_1eb6ed8e,8958cc0bc6
b7b8bc773,ID_1eb6ed8e,8958cc0bc6
edac4d5cc,ID_1eb6ed8e,8958cc0bc6
c56159dab,ID_1eb6ed8e,8958cc0bc6
7f1450dd0,ID_1eb6ed8e,8958cc0bc6
563eb2aa5,ID_1eb6ed8e,8958cc0bc6
ccd9f6b52,ID_1eb6ed8e,8958cc0bc6
d727668cc,ID_1eb6ed8e,8958cc0bc6
7dc2da0c1,ID_1eb6ed8e,8958cc0bc6
4bd65fda4,ID_1eb6ed8e,8958cc0bc6
bf7137e2e,ID_1eb6ed8e,8958cc0bc6
b0e17d56a,ID_1eb6ed8e,8958cc0bc6
8ef704def,ID_1eb6ed8e,8958cc0bc6
869af25c3,ID_1eb6ed8e,8958cc0bc6
aa8c7d4ba,ID_1eb6ed8e,8958cc0bc6
963fe1a30,ID_1eb6ed8e,8958cc0bc6
7e748afa2,ID_1eb6ed8e,8958cc0bc6
d6e4854f5,ID_1eb6ed8e,8958cc0bc6
04dcdf0e2,ID_1eb6ed8e,8958cc0bc6
d2bfe8dc6,ID_1eb6ed8e,8958cc0bc6
b4fa867f5,ID_1eb6ed8e,8958cc0bc6
e3edb38c8,ID_1eeb77fe,add7598f08
29ec5b5b1,ID_1eeb77fe,add7598f08
fb4175ab8,ID_1eeb77fe,add7598f08
c9ad8c5b3,ID_1eeb77fe,add7598f08
2e38a12b7,ID_1eeb77fe,add7598f08
6a5ef32d9,ID_1eeb77fe,add7598f08
d031e623f,ID_1eeb77fe,add7598f08
18c0a3ba5,ID_1eeb77fe,add7598f08
a069ea6dd,ID_1eeb77fe,add7598f08
30086273e,ID_1eeb77fe,add7598f08
77abc0fb0,ID_1eeb77fe,add7598f08
71936fb5a,ID_1eeb77fe,add7598f08
d5ec04d35,ID_1eeb77fe,add7598f08
267797e7c,ID_1eeb77fe,add7598f08
df44ab57a,ID_1eeb77fe,add7598f08
ca2446e6a,ID_1eeb77fe,add7598f08
7cda119e7,ID_1eeb77fe,add7598f08
5aad85229,ID_1eeb77fe,add7598f08
822150d00,ID_1eeb77fe,add7598f08
afb3bde26,ID_1eeb77fe,add7598f08
59a79dcac,ID_1eeb77fe,add7598f08
55090b4b4,ID_1eeb77fe,add7598f08
9c5086c36,ID_1eeb77fe,add7598f08
6b33e24b7,ID_1eeb77fe,add7598f08
7bad1985a,ID_1eeb77fe,add7598f08
183236480,ID_1eeb77fe,add7598f08
37667abe4,ID_1eeb77fe,add7598f08
869c88237,ID_1eeb77fe,add7598f08
172651d2f,ID_1eeb77fe,add7598f08
9a5a17d1c,ID_1eeb77fe,add7598f08
0ced0988a,ID_1eeb77fe,add7598f08
ed439aa04,ID_1eeb77fe,add7598f08
b37c605a0,ID_1eeb77fe,add7598f08
1e296d547,ID_1eeb77fe,add7598f08
63bb8c5f0,ID_1eeb77fe,add7598f08
0601f981c,ID_1eeb77fe,add7598f08
a0f5d302d,ID_1f034176,6f73b3e2f6
6c1915148,ID_1f034176,6f73b3e2f6
166a968ea,ID_1f034176,6f73b3e2f6
e264c0c2c,ID_1f034176,6f73b3e2f6
c336b13d0,ID_1f034176,6f73b3e2f6
a9bfd3be3,ID_1f034176,6f73b3e2f6
4a085c532,ID_1f034176,6f73b3e2f6
55f474d16,ID_1f034176,6f73b3e2f6
4d3c35c1e,ID_1f034176,6f73b3e2f6
f213619ac,ID_1f034176,6f73b3e2f6
88cb70134,ID_1f034176,6f73b3e2f6
de4309fd2,ID_1f034176,6f73b3e2f6
b72da6426,ID_1f034176,6f73b3e2f6
c45018a2e,ID_1f034176,6f73b3e2f6
e1deb143b,ID_1f034176,6f73b3e2f6
d0ab9491f,ID_1f034176,6f73b3e2f6
948c47b18,ID_1f034176,6f73b3e2f6
9e8109bc9,ID_1f034176,6f73b3e2f6
2c934d546,ID_1f034176,6f73b3e2f6
d4903081b,ID_1f034176,6f73b3e2f6
20ea02e5f,ID_1f034176,6f73b3e2f6
f1e610fd0,ID_1f034176,6f73b3e2f6
dcda15071,ID_1f034176,6f73b3e2f6
3ad8e5aeb,ID_1f034176,6f73b3e2f6
d7b1dbb2b,ID_1f034176,6f73b3e2f6
79b79eddc,ID_1f034176,6f73b3e2f6
9315d647a,ID_1f034176,6f73b3e2f6
1d54009a2,ID_1f034176,6f73b3e2f6
31f54afd8,ID_1f034176,6f73b3e2f6
24aa05dcf,ID_1f034176,6f73b3e2f6
80ca2b3ee,ID_1f034176,6f73b3e2f6
48b9b5fd5,ID_1f034176,6f73b3e2f6
1bc04c7a6,ID_1f034176,6f73b3e2f6
b08927e12,ID_1f034176,6f73b3e2f6
08ef97e0f,ID_1f034176,6f73b3e2f6
128752e28,ID_1f034176,6f73b3e2f6
95f834c73,ID_1f034176,6f73b3e2f6
6855b3312,ID_1f034176,6f73b3e2f6
db7f6dd5a,ID_1f034176,6f73b3e2f6
33574affb,ID_1f034176,6f73b3e2f6
fe094fc3e,ID_1f52dd8e,50b89b4e3c
8fc2a0bf0,ID_1f52dd8e,50b89b4e3c
ca2e71c96,ID_1f52dd8e,50b89b4e3c
4de2fa42d,ID_1f52dd8e,50b89b4e3c
b7cc6c78e,ID_1f52dd8e,50b89b4e3c
017ed5063,ID_1f52dd8e,50b89b4e3c
dee7cb419,ID_1f52dd8e,50b89b4e3c
9e79fe2db,ID_1f52dd8e,50b89b4e3c
bfca0a378,ID_1f52dd8e,50b89b4e3c
4ff4e5d49,ID_1f52dd8e,50b89b4e3c
ddbd546ae,ID_1f52dd8e,50b89b4e3c
aa79dd91f,ID_1f52dd8e,50b89b4e3c
24862dd45,ID_1f52dd8e,50b89b4e3c
a6f6b4fd9,ID_1f52dd8e,50b89b4e3c
17eed5e86,ID_1f52dd8e,50b89b4e3c
3832d00cc,ID_1f52dd8e,50b89b4e3c
ea2b97bdd,ID_1f52dd8e,50b89b4e3c
9af9af7bd,ID_1f52dd8e,50b89b4e3c
37f027047,ID_1f52dd8e,50b89b4e3c
46b579b95,ID_1f52dd8e,50b89b4e3c
b2257dc82,ID_1f52dd8e,50b89b4e3c
ea9899281,ID_1f52dd8e,50b89b4e3c
d54e2e455,ID_1f52dd8e,50b89b4e3c
66bc1270a,ID_1f52dd8e,50b89b4e3c
cf8a2fb7f,ID_1f52dd8e,50b89b4e3c
8534372ea,ID_1f52dd8e,50b89b4e3c
cdb792ef5,ID_1f52dd8e,50b89b4e3c
7d9d75d24,ID_1f52dd8e,50b89b4e3c
f55293ffc,ID_1f52dd8e,50b89b4e3c
fafea5508,ID_1f52dd8e,50b89b4e3c
f10905763,ID_1f52dd8e,50b89b4e3c
69581385b,ID_1f52dd8e,50b89b4e3c
ba6a5fca4,ID_1fa590ef,949af16ff6
358ece170,ID_1fa590ef,949af16ff6
f870ddebc,ID_1fa590ef,949af16ff6
3c813f9b1,ID_1fa590ef,949af16ff6
f1e5470c0,ID_1fa590ef,949af16ff6
669d7df26,ID_1fa590ef,949af16ff6
d2f6ca413,ID_1fa590ef,949af16ff6
b9cb340f6,ID_1fa590ef,949af16ff6
06a1ac215,ID_1fa590ef,949af16ff6
f5b8c2154,ID_1fa590ef,949af16ff6
969ed1ba4,ID_1fa590ef,949af16ff6
e2a7fe7c6,ID_1fa590ef,949af16ff6
74a037aed,ID_1fa590ef,949af16ff6
55d4163af,ID_1fa590ef,949af16ff6
e2f4e5e40,ID_1fa590ef,949af16ff6
dda2772a4,ID_1fa590ef,949af16ff6
180f63220,ID_1fa590ef,949af16ff6
2a21b0e75,ID_1fa590ef,949af16ff6
8b5c38ace,ID_1fa590ef,949af16ff6
393d16d06,ID_1fa590ef,949af16ff6
e115bc727,ID_1fa590ef,949af16ff6
21d705aa2,ID_1fa590ef,949af16ff6
015a45296,ID_1fa590ef,949af16ff6
536b49dca,ID_1fa590ef,949af16ff6
4d548c1e1,ID_1fa590ef,949af16ff6
49e471856,ID_1fa590ef,949af16ff6
9732b2012,ID_1fa590ef,949af16ff6
360c727ea,ID_1fa590ef,949af16ff6
5aab90385,ID_1fa590ef,949af16ff6
89edd82e2,ID_1fa590ef,949af16ff6
c2f7d0b6c,ID_1fa590ef,949af16ff6
7e928348f,ID_1fa590ef,949af16ff6
135573c05,ID_2515ec27,50803716a6
5ac80a0a4,ID_2515ec27,50803716a6
499e326a9,ID_2515ec27,50803716a6
e800163cf,ID_2515ec27,50803716a6
45304b5a2,ID_2515ec27,50803716a6
3d0419c69,ID_2515ec27,50803716a6
877967ae6,ID_2515ec27,50803716a6
4feb2cf40,ID_2515ec27,50803716a6
20716a45e,ID_2515ec27,50803716a6
a30cf5cd3,ID_2515ec27,50803716a6
668fd9412,ID_2515ec27,50803716a6
ae79b5d48,ID_2515ec27,50803716a6
deac213e7,ID_2515ec27,50803716a6
4c8f51e56,ID_2515ec27,50803716a6
fb900c95e,ID_2515ec27,50803716a6
6ac9452f5,ID_2515ec27,50803716a6
4788f922d,ID_2515ec27,50803716a6
1b3b3559e,ID_2515ec27,50803716a6
88ad00f83,ID_2515ec27,50803716a6
b4c695df4,ID_2515ec27,50803716a6
bc0737b93,ID_2515ec27,50803716a6
d2b4b59d7,ID_2515ec27,50803716a6
234cb70c9,ID_2515ec27,50803716a6
9d548985b,ID_2515ec27,50803716a6
fe90081e6,ID_2515ec27,50803716a6
cc38fd869,ID_2515ec27,50803716a6
fe928702e,ID_2515ec27,50803716a6
e11bfa01c,ID_2515ec27,50803716a6
487dc5fa2,ID_28a32ae1,829b84e941
8526ca4da,ID_28a32ae1,829b84e941
ee93df321,ID_28a32ae1,829b84e941
2334f696f,ID_28a32ae1,829b84e941
366b9fc53,ID_28a32ae1,829b84e941
ad7040b71,ID_28a32ae1,829b84e941
fc54a2721,ID_28a32ae1,829b84e941
85e3bc5f6,ID_28a32ae1,829b84e941
92466ecc0,ID_28a32ae1,829b84e941
c09edd66e,ID_28a32ae1,829b84e941
a5f016c05,ID_28a32ae1,829b84e941
00ecb125f,ID_28a32ae1,829b84e941
ae7c66578,ID_28a32ae1,829b84e941
51901bbb4,ID_28a32ae1,829b84e941
3bacb9b77,ID_28a32ae1,829b84e941
762f2989f,ID_28a32ae1,829b84e941
75a76a98c,ID_28a32ae1,829b84e941
f8d9a797a,ID_28a32ae1,829b84e941
decfbb8a3,ID_28a32ae1,829b84e941
ead81ab76,ID_28a32ae1,829b84e941
02e616599,ID_28a32ae1,829b84e941
15c3f209d,ID_28a32ae1,829b84e941
2c1531d45,ID_28a32ae1,829b84e941
c091b88cb,ID_28a32ae1,829b84e941
3057d4385,ID_28a32ae1,829b84e941
38e6dd4ac,ID_28a32ae1,829b84e941
96f98362f,ID_28a32ae1,829b84e941
404398477,ID_28a32ae1,829b84e941
689ee0582,ID_28a32ae1,829b84e941
1a9267f5a,ID_28a32ae1,829b84e941
477b0cae6,ID_2a8201ec,d42e1c78a1
d1413a3ef,ID_2a8201ec,d42e1c78a1
7a4e45097,ID_2a8201ec,d42e1c78a1
6b3021d6b,ID_2a8201ec,d42e1c78a1
ea0c634dd,ID_2a8201ec,d42e1c78a1
715e1216c,ID_2a8201ec,d42e1c78a1
e8a993e62,ID_2a8201ec,d42e1c78a1
37f487592,ID_2a8201ec,d42e1c78a1
64a70a359,ID_2a8201ec,d42e1c78a1
d12991c3e,ID_2a8201ec,d42e1c78a1
e744c1c0a,ID_2a8201ec,d42e1c78a1
a802290f7,ID_2a8201ec,d42e1c78a1
0cea9c84c,ID_2a8201ec,d42e1c78a1
e5a5e68b6,ID_2a8201ec,d42e1c78a1
f5f3c1611,ID_2a8201ec,d42e1c78a1
e79974b3f,ID_2a8201ec,d42e1c78a1
2f2a87213,ID_2a8201ec,d42e1c78a1
564db57df,ID_2a8201ec,d42e1c78a1
912de6091,ID_2a8201ec,d42e1c78a1
e3a22c3f6,ID_2a8201ec,d42e1c78a1
9693cb846,ID_2a8201ec,d42e1c78a1
95dad9cd2,ID_2a8201ec,d42e1c78a1
97a62905e,ID_2a8201ec,d42e1c78a1
2812e8e9c,ID_2a8201ec,d42e1c78a1
8a4202e52,ID_2a8201ec,d42e1c78a1
6f7d46170,ID_2a8201ec,d42e1c78a1
cb8a24a5a,ID_2a8201ec,d42e1c78a1
3a859f819,ID_2a8201ec,d42e1c78a1
ff5ccbc95,ID_2a8201ec,d42e1c78a1
63b887891,ID_2a8201ec,d42e1c78a1
db5c95136,ID_2a8201ec,d42e1c78a1
185a5a31d,ID_2a8201ec,d42e1c78a1
3199d52ff,ID_2a8201ec,d42e1c78a1
f92019b4f,ID_2a8201ec,d42e1c78a1
8abfc0097,ID_2a8201ec,d42e1c78a1
98467b95e,ID_2a8201ec,d42e1c78a1
7189a5eda,ID_2a8201ec,d42e1c78a1
0c5a29c0c,ID_2a8201ec,d42e1c78a1
cb82353c9,ID_2a8201ec,d42e1c78a1
06ca24900,ID_2a8201ec,d42e1c78a1
5b5b9944c,ID_2ad5dc54,a11b8324fa
ac82f0f3a,ID_2ad5dc54,a11b8324fa
ac33b335d,ID_2ad5dc54,a11b8324fa
9f97c624a,ID_2ad5dc54,a11b8324fa
2e53928dc,ID_2ad5dc54,a11b8324fa
8cdd769e0,ID_2ad5dc54,a11b8324fa
be6641c90,ID_2ad5dc54,a11b8324fa
